iter,Lik1,Lik2,chain
377,65891.3255,65835.70306,1
379,65889.04814,65830.9381,1
381,65877.78262,65830.9381,1
383,65877.30179,65830.9381,1
385,65873.82113,65830.9381,1
387,65870.25069,65826.641,1
389,65864.5325,65826.641,1
391,65855.17324,65822.91133,1
393,65853.8755,65822.91133,1
395,65845.55039,65822.91133,1
397,65844.02664,65822.91133,1
399,65842.38767,65822.05688,1
401,65841.18749,65816.03047,1
403,65839.69014,65816.03047,1
405,65836.37223,65816.03047,1
407,65836.00238,65816.03047,1
409,65835.70306,65816.03047,1
411,65835.27158,65816.03047,1
413,65834.92166,65816.03047,1
415,65834.81377,65814.25628,1
417,65834.53567,65814.25628,1
419,65833.87531,65814.25628,1
421,65830.9381,65814.25628,1
423,65826.641,65811.22013,1
425,65826.2213,65811.22013,1
427,65822.91133,65797.16889,1
429,65822.72339,65797.16889,1
431,65822.05688,65797.16889,1
433,65821.07897,65797.16889,1
435,65820.67379,65797.16889,1
437,65817.88948,65797.16889,1
439,65817.08588,65797.16889,1
441,65816.03419,65797.16889,1
443,65816.03047,65797.16889,1
445,65815.5396,65797.16889,1
447,65815.51282,65797.16889,1
449,65815.11058,65797.16889,1
451,65814.75481,65797.16889,1
453,65814.25628,65797.16889,1
455,65812.05485,65797.16889,1
457,65811.22013,65792.47964,1
459,65810.21838,65792.47964,1
461,65806.7764,65786.29054,1
463,65806.48462,65786.29054,1
465,65805.96797,65786.29054,1
467,65805.31783,65786.29054,1
469,65803.85463,65786.29054,1
471,65803.01988,65786.29054,1
473,65802.88009,65778.19281,1
475,65801.19701,65778.19281,1
477,65799.74673,65778.19281,1
479,65799.73757,65778.19281,1
481,65798.8295,65778.19281,1
483,65797.33418,65778.19281,1
485,65797.16889,65778.19281,1
487,65792.47964,65775.17835,1
489,65792.12994,65775.17835,1
491,65789.7415,65775.17835,1
493,65788.9985,65774.2251,1
495,65788.97382,65768.5388,1
497,65786.7281,65768.5388,1
499,65786.46373,65768.5388,1
501,65786.29054,65768.5388,1
503,65785.86267,65763.91826,1
505,65782.6679,65763.91826,1
507,65781.35135,65763.77394,1
509,65780.45653,65760.67684,1
511,65779.52587,65760.67684,1
513,65778.19281,65760.67684,1
515,65776.10085,65760.67684,1
517,65775.6453,65760.67684,1
519,65775.17835,65759.88816,1
521,65774.2251,65759.88816,1
523,65773.90276,65753.44256,1
525,65771.86868,65753.44256,1
527,65768.6883,65753.44256,1
529,65768.5388,65753.44256,1
531,65766.87871,65753.44256,1
533,65766.5253,65748.58977,1
535,65766.41927,65748.58977,1
537,65766.16016,65748.58977,1
539,65765.3667,65748.58977,1
541,65764.0379,65748.58977,1
543,65763.91826,65748.58977,1
545,65763.77394,65748.58977,1
547,65761.19951,65748.58977,1
549,65760.67684,65744.75276,1
551,65759.88816,65744.75276,1
553,65759.5772,65744.75276,1
555,65757.59025,65735.37042,1
557,65757.05134,65735.37042,1
559,65755.56043,65735.37042,1
561,65753.57356,65735.37042,1
563,65753.44256,65735.37042,1
565,65752.99723,65735.37042,1
567,65752.87477,65735.37042,1
569,65752.03096,65735.37042,1
571,65750.66864,65727.93829,1
573,65749.70292,65727.93829,1
575,65748.58977,65727.93829,1
577,65748.02495,65727.93829,1
579,65747.84423,65721.41676,1
581,65744.75276,65721.41676,1
583,65743.2211,65721.41676,1
585,65742.99386,65721.41676,1
587,65742.58483,65721.41676,1
589,65741.59252,65721.41676,1
591,65739.92233,65721.41676,1
593,65738.31881,65718.05435,1
595,65735.37508,65718.05435,1
597,65735.37042,65718.05435,1
599,65733.54075,65713.06674,1
601,65733.30142,65713.06674,1
603,65733.10067,65713.06674,1
605,65733.06005,65709.5371,1
607,65730.73934,65701.28645,1
609,65727.93829,65701.28645,1
611,65725.98659,65701.28645,1
613,65723.81702,65701.28645,1
615,65723.10496,65701.28645,1
617,65722.83802,65701.28645,1
619,65721.41676,65701.28645,1
621,65720.27955,65701.28645,1
623,65720.27188,65698.18886,1
625,65718.05435,65693.36309,1
627,65717.20291,65693.36309,1
629,65713.95462,65693.36309,1
631,65713.06674,65693.36309,1
633,65709.5371,65693.36309,1
635,65708.17124,65693.36309,1
637,65707.0383,65693.36309,1
639,65705.78713,65693.36309,1
641,65705.54335,65693.36309,1
643,65705.29845,65693.36309,1
645,65704.37032,65693.36309,1
647,65704.00317,65693.36309,1
649,65702.60377,65692.61607,1
651,65701.28645,65692.61607,1
653,65700.88055,65692.61607,1
655,65699.90257,65692.48731,1
657,65698.18886,65692.43796,1
659,65696.52094,65692.43796,1
661,65695.89009,65692.02562,1
663,65695.74917,65692.02562,1
665,65695.61726,65690.06519,1
667,65695.41891,65690.06519,1
669,65694.98334,65690.06519,1
671,65694.78101,65690.06519,1
673,65694.76062,65689.24161,1
675,65694.09992,65689.24161,1
677,65693.95946,65689.24161,1
679,65693.36309,65689.24161,1
681,65693.16565,65689.24161,1
683,65692.79537,65689.00431,1
685,65692.61607,65687.77179,1
687,65692.48731,65687.77179,1
689,65692.46146,65687.77179,1
691,65692.43796,65687.77179,1
693,65692.02562,65687.77179,1
695,65690.38107,65686.71763,1
697,65690.30609,65686.71763,1
699,65690.29131,65685.7008,1
701,65690.06519,65685.7008,1
703,65689.76874,65685.7008,1
705,65689.66971,65685.7008,1
707,65689.40607,65685.7008,1
709,65689.24161,65685.7008,1
711,65689.00431,65685.7008,1
713,65688.98964,65685.7008,1
715,65688.12223,65685.27551,1
717,65688.02968,65683.75567,1
719,65688.01064,65683.75567,1
721,65687.78021,65683.75567,1
723,65687.77179,65683.75567,1
725,65686.80516,65683.75567,1
727,65686.77048,65683.75567,1
729,65686.71763,65683.75567,1
731,65686.62693,65683.75567,1
733,65686.48436,65682.17868,1
735,65686.47383,65682.17868,1
737,65686.26049,65682.17868,1
739,65686.08573,65682.17868,1
741,65685.72922,65682.17868,1
743,65685.7008,65682.17868,1
745,65685.27551,65682.17868,1
747,65685.21096,65682.17868,1
749,65685.11888,65682.17868,1
751,65684.94326,65682.17868,1
753,65684.94261,65682.17868,1
755,65684.89856,65682.17868,1
757,65684.60352,65681.47452,1
759,65684.13626,65681.47452,1
761,65683.89383,65681.47452,1
763,65683.87402,65681.47452,1
765,65683.75567,65681.47452,1
767,65683.70031,65681.47452,1
769,65683.7002,65679.49008,1
771,65683.57986,65679.49008,1
773,65683.44558,65679.49008,1
775,65682.86617,65679.49008,1
777,65682.80613,65679.49008,1
779,65682.77789,65679.49008,1
781,65682.4703,65678.15295,1
783,65682.17868,65678.15295,1
785,65682.1624,65678.15295,1
787,65681.93536,65678.15295,1
789,65681.65422,65678.15295,1
791,65681.61144,65678.15295,1
793,65681.48885,65678.15295,1
795,65681.47452,65678.15295,1
797,65680.63247,65676.24136,1
799,65680.36881,65676.24136,1
801,65680.33369,65676.24136,1
803,65680.31165,65676.24136,1
805,65680.19832,65676.24136,1
807,65680.05084,65676.24136,1
809,65679.76709,65675.04333,1
811,65679.49008,65675.04333,1
813,65678.98575,65675.04333,1
815,65678.91519,65675.04333,1
817,65678.78188,65675.04333,1
819,65678.45289,65674.03979,1
821,65678.16759,65674.03979,1
823,65678.15295,65674.03979,1
825,65678.13398,65673.09466,1
827,65677.58141,65673.09466,1
829,65677.01122,65673.09466,1
831,65676.62706,65673.09466,1
833,65676.51987,65673.09466,1
835,65676.46404,65673.09466,1
837,65676.24136,65673.09466,1
839,65675.96965,65673.09466,1
841,65675.96116,65672.38597,1
843,65675.71681,65672.38597,1
845,65675.04333,65672.38597,1
847,65674.88068,65672.38597,1
849,65674.58764,65672.38597,1
851,65674.33773,65672.13372,1
853,65674.28194,65672.13372,1
855,65674.21325,65671.50381,1
857,65674.03979,65671.50381,1
859,65673.93865,65671.50381,1
861,65673.6859,65671.50381,1
863,65673.50705,65671.50381,1
865,65673.36982,65671.02677,1
867,65673.09466,65671.02677,1
869,65673.02058,65671.02677,1
871,65672.98197,65671.02677,1
873,65672.96604,65671.02677,1
875,65672.73498,65671.02677,1
877,65672.43551,65670.58598,1
879,65672.38597,65670.58598,1
881,65672.37083,65670.58598,1
883,65672.20224,65670.58598,1
885,65672.13372,65670.58598,1
887,65672.00985,65670.58598,1
889,65671.97112,65670.58598,1
891,65671.96095,65670.58598,1
893,65671.65458,65670.58598,1
895,65671.6149,65670.58598,1
897,65671.50381,65670.58598,1
899,65671.49681,65670.58598,1
901,65671.43062,65670.58598,1
903,65671.24896,65670.58598,1
905,65671.2024,65670.58598,1
907,65671.1247,65670.35576,1
909,65671.12242,65670.35576,1
911,65671.04316,65670.35576,1
913,65671.02677,65670.2938,1
915,65670.99062,65670.2938,1
917,65670.98483,65669.90271,1
919,65670.8426,65669.90271,1
921,65670.78022,65669.90271,1
923,65670.70501,65669.90271,1
925,65670.69916,65669.90271,1
927,65670.67967,65669.90271,1
929,65670.65108,65669.90271,1
931,65670.64241,65669.90271,1
933,65670.58756,65669.90271,1
935,65670.58598,65669.90271,1
937,65670.58537,65669.90271,1
939,65670.54128,65669.90271,1
941,65670.44112,65669.56225,1
943,65670.41472,65669.56225,1
945,65670.35576,65669.56225,1
947,65670.2938,65669.56225,1
949,65670.29226,65669.56225,1
951,65670.27999,65669.56225,1
953,65670.26997,65669.56225,1
955,65670.22703,65669.56225,1
957,65670.21701,65669.56225,1
959,65670.13593,65669.56225,1
961,65670.10773,65669.56225,1
963,65670.06129,65669.56225,1
965,65670.04639,65669.38842,1
967,65670.02544,65669.38842,1
969,65670.00297,65669.19387,1
971,65670.00108,65669.19387,1
973,65669.90271,65668.80527,1
975,65669.84133,65668.80527,1
977,65669.83633,65668.80527,1
979,65669.80149,65668.80527,1
981,65669.70332,65668.80527,1
983,65669.66702,65668.80527,1
985,65669.66113,65668.80527,1
987,65669.58699,65668.80527,1
989,65669.58397,65668.67945,1
991,65669.56225,65668.67945,1
993,65669.4376,65668.67945,1
995,65669.38842,65668.61708,1
997,65669.2915,65668.58922,1
999,65669.28045,65668.58922,1
1001,65669.24242,65668.42465,1
1003,65669.19387,65668.42465,1
1005,65669.08637,65668.10492,1
1007,65669.00278,65668.10492,1
1009,65668.99305,65667.87653,1
1011,65668.89446,65667.87653,1
1013,65668.88066,65667.87653,1
1015,65668.81261,65667.87653,1
1017,65668.80527,65667.87653,1
1019,65668.74165,65667.87653,1
1021,65668.68453,65667.87653,1
1023,65668.67945,65667.87653,1
1025,65668.61708,65667.87653,1
1027,65668.58922,65667.62068,1
1029,65668.50873,65667.62068,1
1031,65668.46073,65667.62068,1
1033,65668.42465,65667.29029,1
1035,65668.33587,65667.29029,1
1037,65668.27181,65667.29029,1
1039,65668.24901,65667.29029,1
1041,65668.21803,65667.29029,1
1043,65668.17347,65667.29029,1
1045,65668.15158,65667.29029,1
1047,65668.10492,65667.29029,1
1049,65668.07162,65667.29029,1
1051,65668.0327,65667.15423,1
1053,65667.91051,65667.15423,1
1055,65667.87653,65667.15423,1
1057,65667.85562,65667.15423,1
1059,65667.84681,65666.9337,1
1061,65667.7786,65666.46728,1
1063,65667.62068,65666.46728,1
1065,65667.53976,65666.46728,1
1067,65667.53078,65666.46728,1
1069,65667.45036,65666.46728,1
1071,65667.43252,65666.46728,1
1073,65667.39977,65666.46728,1
1075,65667.36192,65666.18123,1
1077,65667.29029,65666.18123,1
1079,65667.2535,65666.18123,1
1081,65667.19878,65666.18123,1
1083,65667.16482,65666.18123,1
1085,65667.15423,65666.18123,1
1087,65666.9337,65665.96415,1
1089,65666.83481,65665.96415,1
1091,65666.80631,65665.96415,1
1093,65666.80622,65665.96415,1
1095,65666.80316,65665.49933,1
1097,65666.76264,65665.49933,1
1099,65666.74731,65665.49933,1
1101,65666.71078,65665.49933,1
1103,65666.50977,65664.7903,1
1105,65666.46728,65664.7903,1
1107,65666.35652,65664.7903,1
1109,65666.29411,65664.7903,1
1111,65666.25899,65664.7903,1
1113,65666.20995,65664.7903,1
1115,65666.18123,65664.7903,1
1117,65666.05174,65664.7903,1
1119,65666.03616,65664.48458,1
1121,65665.96415,65664.48458,1
1123,65665.74536,65664.48458,1
1125,65665.67185,65663.98934,1
1127,65665.59885,65663.98934,1
1129,65665.506,65663.98934,1
1131,65665.49933,65663.98934,1
1133,65665.48104,65663.98934,1
1135,65665.12462,65662.93305,1
1137,65665.08584,65662.93305,1
1139,65665.07891,65662.93305,1
1141,65665.02492,65662.93305,1
1143,65665.00752,65662.93305,1
1145,65664.93907,65662.93305,1
1147,65664.7903,65662.93305,1
1149,65664.5978,65662.93305,1
1151,65664.48458,65662.93305,1
1153,65664.43906,65662.93305,1
1155,65664.31013,65662.57576,1
1157,65664.24935,65662.57576,1
1159,65664.15273,65661.63773,1
1161,65663.98934,65661.63773,1
1163,65663.97353,65661.63773,1
1165,65663.82343,65661.63773,1
1167,65663.52473,65661.63773,1
1169,65663.51025,65661.63773,1
1171,65663.46808,65660.78772,1
1173,65663.26255,65660.78772,1
1175,65663.12046,65660.78772,1
1177,65663.03229,65660.78772,1
1179,65662.97875,65660.78772,1
1181,65662.93305,65660.78772,1
1183,65662.72239,65660.78772,1
1185,65662.57576,65660.48052,1
1187,65662.46249,65659.47397,1
1189,65662.14975,65659.47397,1
1191,65662.02667,65659.47397,1
1193,65661.86358,65659.47397,1
1195,65661.67375,65658.60251,1
1197,65661.63773,65658.60251,1
1199,65661.49229,65658.60251,1
1201,65661.14224,65658.60251,1
1203,65661.14201,65658.60251,1
1205,65661.03015,65658.60251,1
1207,65661.0153,65658.60251,1
1209,65660.94366,65657.92516,1
1211,65660.78772,65657.92516,1
1213,65660.53822,65657.92516,1
1215,65660.48052,65657.92516,1
1217,65660.04186,65657.8959,1
1219,65660.01055,65657.8959,1
1221,65659.69391,65656.79637,1
1223,65659.47397,65656.79637,1
1225,65659.38173,65656.79637,1
1227,65659.37826,65656.79637,1
1229,65659.30507,65656.13222,1
1231,65659.06489,65656.13222,1
1233,65658.74586,65656.13222,1
1235,65658.66702,65656.13222,1
1237,65658.60251,65656.13222,1
1239,65658.5798,65656.13222,1
1241,65658.39387,65656.13222,1
1243,65658.28468,65656.13222,1
1245,65657.93382,65654.51837,1
1247,65657.92516,65654.51837,1
1249,65657.8959,65654.51837,1
1251,65657.07468,65654.51837,1
1253,65657.0566,65654.51837,1
1255,65656.98258,65654.51837,1
1257,65656.79637,65654.51837,1
1259,65656.47214,65654.51837,1
1261,65656.44413,65654.51837,1
1263,65656.31233,65653.6554,1
1265,65656.29587,65653.6554,1
1267,65656.23973,65653.6554,1
1269,65656.22698,65653.6554,1
1271,65656.13222,65653.6554,1
1273,65655.8814,65653.6554,1
1275,65655.81095,65653.6554,1
1277,65655.55037,65653.6554,1
1279,65655.50619,65653.6554,1
1281,65655.33649,65653.6554,1
1283,65655.18562,65653.6554,1
1285,65655.09934,65653.6554,1
1287,65655.02274,65653.6554,1
1289,65654.87772,65653.06183,1
1291,65654.83904,65653.06183,1
1293,65654.66898,65653.06183,1
1295,65654.65171,65653.06183,1
1297,65654.51837,65653.06183,1
1299,65654.40962,65653.06183,1
1301,65654.2641,65653.06183,1
1303,65654.13045,65652.09476,1
1305,65653.94579,65652.09476,1
1307,65653.85891,65652.09476,1
1309,65653.74404,65652.09476,1
1311,65653.73861,65652.09476,1
1313,65653.72676,65652.09476,1
1315,65653.70947,65652.09476,1
1317,65653.6554,65652.09476,1
1319,65653.23087,65652.09476,1
1321,65653.1654,65652.09476,1
1323,65653.12413,65652.09476,1
1325,65653.07412,65651.81445,1
1327,65653.06695,65651.81445,1
1329,65653.06183,65651.81445,1
1331,65653.02342,65651.81445,1
1333,65653.00489,65651.81445,1
1335,65652.8146,65651.81445,1
1337,65652.59704,65651.81445,1
1339,65652.5357,65651.81445,1
1341,65652.52056,65651.81095,1
1343,65652.49952,65651.56743,1
1345,65652.44486,65651.12919,1
1347,65652.43903,65651.12919,1
1349,65652.37648,65651.12919,1
1351,65652.36449,65651.12919,1
1353,65652.09476,65651.12919,1
1355,65652.0353,65651.12919,1
1357,65651.95329,65651.12919,1
1359,65651.91581,65651.12919,1
1361,65651.9089,65651.12919,1
1363,65651.85114,65651.12919,1
1365,65651.82116,65651.12919,1
1367,65651.81445,65651.12919,1
1369,65651.81095,65651.12919,1
1371,65651.67288,65650.9664,1
1373,65651.56743,65650.92004,1
1375,65651.53843,65650.92004,1
1377,65651.52451,65650.92004,1
1379,65651.49035,65650.52395,1
1381,65651.39373,65650.52395,1
1383,65651.37086,65650.52395,1
1385,65651.32165,65650.52395,1
1387,65651.24756,65650.52395,1
1389,65651.22746,65650.52395,1
1391,65651.19859,65650.25108,1
1393,65651.18555,65650.25108,1
1395,65651.15805,65650.25108,1
1397,65651.12919,65650.25108,1
1399,65651.03325,65650.25108,1
1401,65651.02262,65650.25108,1
1403,65650.9664,65650.25108,1
1405,65650.94641,65650.25108,1
1407,65650.92004,65649.93767,1
1409,65650.80514,65649.93767,1
1411,65650.76999,65649.93767,1
1413,65650.71351,65649.93767,1
1415,65650.6026,65649.93767,1
1417,65650.56949,65649.93767,1
1419,65650.52659,65649.93767,1
1421,65650.52395,65649.93767,1
1423,65650.50078,65649.68802,1
1425,65650.4586,65649.68802,1
1427,65650.42425,65649.68802,1
1429,65650.39053,65649.68802,1
1431,65650.35681,65649.68802,1
1433,65650.29184,65649.68802,1
1435,65650.25464,65649.68802,1
1437,65650.25108,65649.41118,1
1439,65650.22515,65649.41118,1
1441,65650.21003,65649.41118,1
1443,65650.08975,65649.41118,1
1445,65650.03907,65649.41118,1
1447,65649.9887,65649.41118,1
1449,65649.93954,65649.41118,1
1451,65649.93767,65649.41118,1
1453,65649.87588,65649.41118,1
1455,65649.86225,65649.1376,1
1457,65649.84016,65649.1376,1
1459,65649.83495,65649.1376,1
1461,65649.75994,65649.1376,1
1463,65649.72147,65649.1376,1
1465,65649.68802,65649.1376,1
1467,65649.6397,65649.1376,1
1469,65649.59308,65649.1376,1
1471,65649.55663,65648.93098,1
1473,65649.50786,65648.93098,1
1475,65649.50766,65648.93098,1
1477,65649.49898,65648.93098,1
1479,65649.45683,65648.74538,1
1481,65649.41118,65648.74538,1
1483,65649.34647,65648.74538,1
1485,65649.32428,65648.74538,1
1487,65649.29491,65648.74538,1
1489,65649.26841,65648.62613,1
1491,65649.22914,65648.62613,1
1493,65649.21751,65648.62613,1
1495,65649.20708,65648.54168,1
1497,65649.1376,65648.54168,1
1499,65649.12183,65648.54168,1
1501,65649.05033,65648.3157,1
1503,65649.02561,65648.3157,1
1505,65648.94633,65648.3157,1
1507,65648.93098,65648.3157,1
1509,65648.8481,65648.3157,1
1511,65648.84373,65648.13785,1
1513,65648.83633,65648.13785,1
1515,65648.82325,65648.13785,1
1517,65648.81177,65647.93134,1
1519,65648.74538,65647.93134,1
1521,65648.65383,65647.93134,1
1523,65648.65127,65647.93134,1
1525,65648.62613,65647.93134,1
1527,65648.56853,65647.93134,1
1529,65648.54168,65647.93134,1
1531,65648.5156,65647.93134,1
1533,65648.46325,65647.93134,1
1535,65648.4221,65647.93134,1
1537,65648.36309,65647.68194,1
1539,65648.3157,65647.68194,1
1541,65648.29669,65647.68194,1
1543,65648.28748,65647.68194,1
1545,65648.28268,65647.68194,1
1547,65648.2389,65647.68194,1
1549,65648.1686,65647.68194,1
1551,65648.14841,65647.52207,1
1553,65648.13785,65647.52207,1
1555,65648.09385,65647.52207,1
1557,65648.06331,65647.52207,1
1559,65648.04507,65647.52207,1
1561,65648.01157,65647.3333,1
1563,65647.98336,65647.3333,1
1565,65647.95923,65647.3333,1
1567,65647.93134,65647.3333,1
1569,65647.79763,65647.13748,1
1571,65647.78729,65647.13748,1
1573,65647.78114,65647.13748,1
1575,65647.74036,65647.13748,1
1577,65647.70852,65647.13748,1
1579,65647.69649,65647.13748,1
1581,65647.691,65647.13748,1
1583,65647.68194,65647.08562,1
1585,65647.61876,65646.83833,1
1587,65647.53578,65646.83833,1
1589,65647.52207,65646.83833,1
1591,65647.45343,65646.83833,1
1593,65647.42913,65646.83833,1
1595,65647.38578,65646.83833,1
1597,65647.37714,65646.47583,1
1599,65647.3333,65646.47583,1
1601,65647.29757,65646.47583,1
1603,65647.25764,65646.47583,1
1605,65647.22385,65646.47583,1
1607,65647.15672,65646.47583,1
1609,65647.13748,65646.47583,1
1611,65647.10331,65646.47583,1
1613,65647.08562,65646.47583,1
1615,65647.02637,65646.47583,1
1617,65646.99887,65646.19939,1
1619,65646.95122,65646.19939,1
1621,65646.94474,65646.19939,1
1623,65646.89402,65646.19939,1
1625,65646.83833,65646.19939,1
1627,65646.80942,65646.19939,1
1629,65646.79356,65646.19939,1
1631,65646.75714,65645.94108,1
1633,65646.73309,65645.94108,1
1635,65646.66866,65645.94108,1
1637,65646.6545,65645.94108,1
1639,65646.63699,65645.94108,1
1641,65646.51837,65645.69276,1
1643,65646.50432,65645.69276,1
1645,65646.47583,65645.69276,1
1647,65646.46236,65645.69276,1
1649,65646.38573,65645.32948,1
1651,65646.35723,65645.32948,1
1653,65646.27024,65645.32948,1
1655,65646.2147,65645.32948,1
1657,65646.19939,65645.32948,1
1659,65646.11777,65645.32948,1
1661,65646.0397,65644.97993,1
1663,65646.00074,65644.97993,1
1665,65645.97406,65644.97993,1
1667,65645.94108,65644.97993,1
1669,65645.88183,65644.69837,1
1671,65645.88006,65644.69837,1
1673,65645.7692,65644.69837,1
1675,65645.69276,65644.69837,1
1677,65645.62135,65644.69837,1
1679,65645.51905,65644.42392,1
1681,65645.43184,65644.42392,1
1683,65645.38891,65644.42392,1
1685,65645.35456,65644.42392,1
1687,65645.33202,65644.42392,1
1689,65645.32948,65644.42392,1
1691,65645.20522,65644.42392,1
1693,65645.20076,65643.99344,1
1695,65644.97993,65643.6452,1
1697,65644.97808,65643.6452,1
1699,65644.8203,65643.6452,1
1701,65644.80473,65643.6452,1
1703,65644.73922,65643.6452,1
1705,65644.69837,65643.6452,1
1707,65644.62546,65643.6452,1
1709,65644.58984,65643.6452,1
1711,65644.57631,65643.6452,1
1713,65644.49863,65643.6452,1
1715,65644.47651,65643.6452,1
1717,65644.45043,65643.6452,1
