iter,Lik1,Lik2,chain
4477,65602.35966,65602.3095,1
4479,65602.35191,65602.3095,1
4481,65602.34685,65602.2932,1
4483,65602.3467,65602.2932,1
4485,65602.34148,65602.2932,1
4487,65602.33812,65602.2932,1
4489,65602.33521,65602.27654,1
4491,65602.33074,65602.27654,1
4493,65602.33042,65602.27654,1
4495,65602.32481,65602.27654,1
4497,65602.32157,65602.27654,1
4499,65602.3196,65602.27654,1
4501,65602.31879,65602.27654,1
4503,65602.31617,65602.27654,1
4505,65602.31032,65602.27654,1
4507,65602.3095,65602.26907,1
4509,65602.30553,65602.26907,1
4511,65602.30337,65602.26907,1
4513,65602.30183,65602.26907,1
4515,65602.29804,65602.26486,1
4517,65602.29624,65602.26486,1
4519,65602.29474,65602.26143,1
4521,65602.2932,65602.26143,1
4523,65602.29296,65602.26143,1
4525,65602.28742,65602.25932,1
4527,65602.28631,65602.25932,1
4529,65602.2847,65602.24193,1
4531,65602.28145,65602.24193,1
4533,65602.28047,65602.24193,1
4535,65602.27654,65602.24193,1
4537,65602.27199,65602.24193,1
4539,65602.27096,65602.24193,1
4541,65602.26932,65602.24193,1
4543,65602.26907,65602.24193,1
4545,65602.26808,65602.24193,1
4547,65602.26667,65602.24193,1
4549,65602.26625,65602.24193,1
4551,65602.26486,65602.24193,1
4553,65602.26143,65602.24193,1
4555,65602.25932,65602.24193,1
4557,65602.25784,65602.24193,1
4559,65602.25683,65602.24193,1
4561,65602.2563,65602.24193,1
4563,65602.25598,65602.23368,1
4565,65602.25493,65602.23368,1
4567,65602.25463,65602.23368,1
4569,65602.25383,65602.23368,1
4571,65602.25343,65602.23368,1
4573,65602.25179,65602.23368,1
4575,65602.25075,65602.23368,1
4577,65602.25067,65602.23368,1
4579,65602.24849,65602.23368,1
4581,65602.2471,65602.23368,1
4583,65602.24632,65602.23368,1
4585,65602.24517,65602.23368,1
4587,65602.24495,65602.23003,1
4589,65602.24413,65602.23003,1
4591,65602.24398,65602.23003,1
4593,65602.24327,65602.23003,1
4595,65602.24193,65602.22541,1
4597,65602.24192,65602.22541,1
4599,65602.23989,65602.22541,1
4601,65602.23973,65602.22541,1
4603,65602.23872,65602.2234,1
4605,65602.23864,65602.2176,1
4607,65602.23835,65602.2176,1
4609,65602.236,65602.2176,1
4611,65602.23408,65602.2176,1
4613,65602.23368,65602.2107,1
4615,65602.23178,65602.2107,1
4617,65602.23073,65602.2107,1
4619,65602.23021,65602.2107,1
4621,65602.23003,65602.2107,1
4623,65602.22915,65602.20113,1
4625,65602.22803,65602.20113,1
4627,65602.22605,65602.20113,1
4629,65602.22541,65602.20113,1
4631,65602.2234,65602.20113,1
4633,65602.21919,65602.20113,1
4635,65602.21848,65602.20113,1
4637,65602.21844,65602.20113,1
4639,65602.2176,65602.20113,1
4641,65602.21635,65602.20113,1
4643,65602.21386,65602.20113,1
4645,65602.21306,65602.20113,1
4647,65602.21258,65602.19555,1
4649,65602.2107,65602.19555,1
4651,65602.20854,65602.19555,1
4653,65602.20773,65602.19555,1
4655,65602.20748,65602.19555,1
4657,65602.20732,65602.19555,1
4659,65602.20557,65602.19555,1
4661,65602.20524,65602.19555,1
4663,65602.20483,65602.19555,1
4665,65602.20327,65602.19555,1
4667,65602.2026,65602.19555,1
4669,65602.2024,65602.19555,1
4671,65602.20169,65602.19555,1
4673,65602.20113,65602.1937,1
4675,65602.1998,65602.1937,1
4677,65602.19942,65602.1937,1
4679,65602.19883,65602.1937,1
4681,65602.19867,65602.1937,1
4683,65602.19846,65602.19348,1
4685,65602.19788,65602.19348,1
4687,65602.19763,65602.19348,1
4689,65602.19741,65602.19348,1
4691,65602.1974,65602.19312,1
4693,65602.19709,65602.19226,1
4695,65602.19699,65602.19215,1
4697,65602.19666,65602.19215,1
4699,65602.19656,65602.19215,1
4701,65602.19555,65602.18974,1
4703,65602.19526,65602.18974,1
4705,65602.19513,65602.18974,1
4707,65602.19488,65602.18974,1
4709,65602.19454,65602.18974,1
4711,65602.1943,65602.18974,1
4713,65602.1942,65602.18974,1
4715,65602.1937,65602.18813,1
4717,65602.19348,65602.18813,1
4719,65602.19312,65602.18813,1
4721,65602.19276,65602.18813,1
4723,65602.19232,65602.18813,1
4725,65602.19226,65602.18657,1
4727,65602.19221,65602.18657,1
4729,65602.19215,65602.18657,1
4731,65602.19112,65602.18657,1
4733,65602.19081,65602.18657,1
4735,65602.19047,65602.18583,1
4737,65602.19022,65602.18583,1
4739,65602.1899,65602.18467,1
4741,65602.18987,65602.18467,1
4743,65602.18982,65602.18467,1
4745,65602.18974,65602.18467,1
4747,65602.18939,65602.18467,1
4749,65602.18906,65602.18467,1
4751,65602.18866,65602.18331,1
4753,65602.18834,65602.18331,1
4755,65602.18813,65602.18331,1
4757,65602.18785,65602.18331,1
4759,65602.18728,65602.18033,1
4761,65602.1872,65602.18033,1
4763,65602.18707,65602.18033,1
4765,65602.18698,65602.18033,1
4767,65602.18657,65602.18033,1
4769,65602.18646,65602.18033,1
4771,65602.18583,65602.18033,1
4773,65602.1855,65602.18033,1
4775,65602.18521,65602.18033,1
4777,65602.18474,65602.18033,1
4779,65602.18467,65602.18033,1
4781,65602.18395,65602.18033,1
4783,65602.18391,65602.17833,1
4785,65602.18379,65602.17833,1
4787,65602.18331,65602.17833,1
4789,65602.18294,65602.17833,1
4791,65602.18291,65602.17833,1
4793,65602.18201,65602.17566,1
4795,65602.18187,65602.17566,1
4797,65602.18156,65602.17566,1
4799,65602.18123,65602.17566,1
4801,65602.18118,65602.17566,1
4803,65602.18094,65602.17566,1
4805,65602.18083,65602.17566,1
4807,65602.18048,65602.17566,1
4809,65602.18033,65602.17365,1
4811,65602.17936,65602.17365,1
4813,65602.17934,65602.17365,1
4815,65602.17915,65602.17365,1
4817,65602.1784,65602.17365,1
4819,65602.17833,65602.17365,1
4821,65602.17787,65602.17237,1
4823,65602.17761,65602.17237,1
4825,65602.17726,65602.17237,1
4827,65602.17709,65602.17116,1
4829,65602.17667,65602.17116,1
4831,65602.17622,65602.17116,1
4833,65602.17606,65602.17116,1
4835,65602.17591,65602.16771,1
4837,65602.17566,65602.16771,1
4839,65602.17492,65602.16771,1
4841,65602.17484,65602.16771,1
4843,65602.17451,65602.16771,1
4845,65602.1745,65602.16771,1
4847,65602.17365,65602.16771,1
4849,65602.17262,65602.16771,1
4851,65602.17243,65602.16771,1
4853,65602.17237,65602.16771,1
4855,65602.17169,65602.16424,1
4857,65602.17169,65602.16424,1
4859,65602.17165,65602.16424,1
4861,65602.17116,65602.16424,1
4863,65602.1705,65602.16424,1
4865,65602.1698,65602.16424,1
4867,65602.16933,65602.16424,1
4869,65602.16913,65602.16312,1
4871,65602.16877,65602.16312,1
4873,65602.16864,65602.16312,1
4875,65602.16856,65602.16244,1
4877,65602.16832,65602.16085,1
4879,65602.1679,65602.16085,1
4881,65602.16771,65602.1579,1
4883,65602.16736,65602.1579,1
4885,65602.16566,65602.1579,1
4887,65602.16541,65602.1579,1
4889,65602.16529,65602.1579,1
4891,65602.16522,65602.1579,1
4893,65602.16519,65602.1579,1
4895,65602.16452,65602.15419,1
4897,65602.16424,65602.15419,1
4899,65602.16342,65602.15419,1
4901,65602.16312,65602.15419,1
4903,65602.16244,65602.15419,1
4905,65602.16207,65602.15419,1
4907,65602.16085,65602.15419,1
4909,65602.1604,65602.15419,1
4911,65602.16031,65602.15419,1
4913,65602.16009,65602.15321,1
4915,65602.15877,65602.14924,1
4917,65602.15842,65602.14924,1
4919,65602.15829,65602.14924,1
4921,65602.1579,65602.14924,1
4923,65602.1578,65602.14924,1
4925,65602.15761,65602.14924,1
4927,65602.15626,65602.14924,1
4929,65602.15586,65602.14924,1
4931,65602.15571,65602.14924,1
4933,65602.1555,65602.14924,1
4935,65602.15532,65602.14924,1
4937,65602.15496,65602.14924,1
4939,65602.15419,65602.14924,1
4941,65602.15407,65602.14817,1
4943,65602.15381,65602.14817,1
4945,65602.15321,65602.14572,1
4947,65602.15317,65602.14572,1
4949,65602.15245,65602.14572,1
4951,65602.15189,65602.14572,1
4953,65602.15157,65602.14572,1
4955,65602.15139,65602.14324,1
4957,65602.15085,65602.14324,1
4959,65602.15062,65602.14324,1
4961,65602.14979,65602.14324,1
4963,65602.14978,65602.14324,1
4965,65602.14976,65602.14324,1
4967,65602.14924,65602.14324,1
4969,65602.14892,65602.14324,1
4971,65602.14834,65602.14302,1
4973,65602.14817,65602.13982,1
4975,65602.14685,65602.13982,1
4977,65602.14665,65602.13982,1
4979,65602.1465,65602.13982,1
4981,65602.14572,65602.13982,1
4983,65602.14517,65602.13982,1
4985,65602.14458,65602.13769,1
4987,65602.14458,65602.13769,1
4989,65602.14425,65602.13769,1
4991,65602.14414,65602.13769,1
4993,65602.1441,65602.13769,1
4995,65602.14373,65602.13769,1
4997,65602.14324,65602.13769,1
4999,65602.14302,65602.13769,1
5001,65602.14223,65602.13769,1
5003,65602.14131,65602.13769,1
5005,65602.14113,65602.13627,1
5007,65602.14088,65602.13627,1
5009,65602.14081,65602.13627,1
5011,65602.14058,65602.13627,1
5013,65602.14001,65602.13531,1
5015,65602.13982,65602.13531,1
5017,65602.1394,65602.13473,1
5019,65602.13927,65602.13473,1
5021,65602.13916,65602.13473,1
5023,65602.13826,65602.13339,1
5025,65602.13815,65602.13339,1
5027,65602.13804,65602.13339,1
5029,65602.13781,65602.13181,1
5031,65602.13769,65602.13181,1
5033,65602.13728,65602.13181,1
5035,65602.13719,65602.13181,1
5037,65602.13702,65602.13181,1
5039,65602.13667,65602.13181,1
5041,65602.13627,65602.13181,1
5043,65602.13602,65602.13181,1
5045,65602.1355,65602.13181,1
5047,65602.13531,65602.13181,1
5049,65602.13506,65602.13035,1
5051,65602.1349,65602.13035,1
5053,65602.13473,65602.13035,1
5055,65602.13437,65602.13035,1
5057,65602.13395,65602.13035,1
5059,65602.13365,65602.12867,1
5061,65602.13362,65602.12867,1
5063,65602.13339,65602.12867,1
5065,65602.13331,65602.12867,1
5067,65602.13296,65602.12867,1
5069,65602.13284,65602.12867,1
5071,65602.13265,65602.12718,1
5073,65602.1321,65602.12718,1
5075,65602.132,65602.12718,1
5077,65602.13181,65602.12718,1
5079,65602.13175,65602.12718,1
5081,65602.131,65602.1257,1
5083,65602.13094,65602.1257,1
5085,65602.1308,65602.1257,1
5087,65602.13058,65602.1257,1
5089,65602.13035,65602.12322,1
5091,65602.12959,65602.12322,1
5093,65602.12956,65602.12322,1
5095,65602.12907,65602.12322,1
5097,65602.129,65602.12322,1
5099,65602.12867,65602.12322,1
5101,65602.12798,65602.12322,1
5103,65602.12785,65602.12158,1
5105,65602.12784,65602.12158,1
5107,65602.12763,65602.12158,1
5109,65602.12718,65602.12158,1
5111,65602.12604,65602.11777,1
5113,65602.12597,65602.11777,1
5115,65602.12575,65602.11777,1
5117,65602.1257,65602.11777,1
5119,65602.12511,65602.11777,1
5121,65602.12504,65602.11777,1
5123,65602.1244,65602.11777,1
5125,65602.12407,65602.11777,1
5127,65602.124,65602.11777,1
5129,65602.12341,65602.11572,1
5131,65602.12322,65602.11572,1
5133,65602.12277,65602.11572,1
5135,65602.12224,65602.11572,1
5137,65602.12165,65602.11249,1
5139,65602.12158,65602.11249,1
5141,65602.12067,65602.11249,1
5143,65602.11974,65602.11249,1
5145,65602.11949,65602.11249,1
5147,65602.11942,65602.11249,1
5149,65602.11926,65602.11249,1
5151,65602.11882,65602.10823,1
5153,65602.11856,65602.10823,1
5155,65602.1184,65602.10823,1
5157,65602.11777,65602.10823,1
5159,65602.11664,65602.10823,1
5161,65602.1164,65602.10823,1
5163,65602.11572,65602.10287,1
5165,65602.11498,65602.10287,1
5167,65602.11366,65602.10287,1
5169,65602.11365,65602.10287,1
5171,65602.11344,65602.10287,1
5173,65602.11336,65602.10287,1
5175,65602.11274,65602.09954,1
5177,65602.11249,65602.09954,1
5179,65602.11145,65602.09954,1
5181,65602.11025,65602.09327,1
5183,65602.10954,65602.09327,1
5185,65602.10948,65602.09327,1
5187,65602.10823,65602.09327,1
5189,65602.10823,65602.09327,1
5191,65602.10607,65602.09327,1
5193,65602.10564,65602.09327,1
5195,65602.10507,65602.09327,1
5197,65602.10491,65602.08975,1
5199,65602.10475,65602.08975,1
5201,65602.10287,65602.08292,1
5203,65602.10215,65602.08292,1
5205,65602.10099,65602.08292,1
5207,65602.09954,65602.08292,1
5209,65602.09853,65602.08292,1
5211,65602.09775,65602.08292,1
5213,65602.09758,65602.08292,1
5215,65602.09638,65602.08292,1
5217,65602.09587,65602.07502,1
5219,65602.09463,65602.07502,1
5221,65602.09329,65602.07502,1
5223,65602.09327,65602.07502,1
5225,65602.09021,65602.07502,1
5227,65602.08975,65602.07502,1
5229,65602.08961,65602.07502,1
5231,65602.08858,65602.07005,1
5233,65602.08791,65602.07005,1
5235,65602.08649,65602.07005,1
5237,65602.08443,65602.07005,1
5239,65602.08427,65602.07005,1
5241,65602.08404,65602.07005,1
5243,65602.08292,65602.07005,1
5245,65602.08154,65602.06692,1
5247,65602.08134,65602.06162,1
5249,65602.08087,65602.06162,1
5251,65602.07893,65602.06162,1
5253,65602.07832,65602.05513,1
5255,65602.07683,65602.05513,1
5257,65602.0755,65602.05513,1
5259,65602.07502,65602.05513,1
5261,65602.0746,65602.05513,1
5263,65602.07253,65602.04713,1
5265,65602.07209,65602.04713,1
5267,65602.07106,65602.04713,1
5269,65602.07064,65602.04713,1
5271,65602.07005,65602.04713,1
5273,65602.06692,65602.04713,1
5275,65602.06368,65602.04191,1
5277,65602.06362,65602.04191,1
5279,65602.06187,65602.04191,1
5281,65602.06162,65602.04191,1
5283,65602.0616,65602.04191,1
5285,65602.061,65602.03068,1
5287,65602.06015,65602.03068,1
5289,65602.0555,65602.03068,1
5291,65602.05513,65602.03068,1
5293,65602.05314,65602.03068,1
5295,65602.052,65602.03068,1
5297,65602.05159,65602.03068,1
5299,65602.05049,65602.01954,1
5301,65602.04996,65602.01954,1
5303,65602.04895,65602.01954,1
5305,65602.04713,65602.01954,1
5307,65602.04372,65602.01954,1
5309,65602.04364,65602.01954,1
5311,65602.04269,65602.01954,1
5313,65602.04191,65602.01256,1
5315,65602.03881,65602.01256,1
5317,65602.03769,65602.01256,1
5319,65602.03525,65601.99796,1
5321,65602.03389,65601.99796,1
5323,65602.03272,65601.99796,1
5325,65602.03149,65601.99796,1
5327,65602.03068,65601.99796,1
5329,65602.02446,65601.99796,1
5331,65602.02378,65601.99796,1
5333,65602.02374,65601.99796,1
5335,65602.02205,65601.98098,1
5337,65602.02082,65601.98098,1
5339,65602.0196,65601.98098,1
5341,65602.01954,65601.98098,1
5343,65602.01382,65601.98098,1
5345,65602.01256,65601.98098,1
5347,65602.01211,65601.98098,1
5349,65602.01168,65601.98098,1
5351,65602.00479,65601.98098,1
5353,65602.00343,65601.97127,1
5355,65602.00201,65601.97127,1
5357,65602.00163,65601.97127,1
5359,65602.00043,65601.97127,1
5361,65601.99929,65601.96003,1
5363,65601.99796,65601.96003,1
5365,65601.99769,65601.96003,1
5367,65601.99363,65601.96003,1
5369,65601.99143,65601.96003,1
5371,65601.99133,65601.96003,1
5373,65601.98598,65601.94336,1
5375,65601.98402,65601.94336,1
5377,65601.98293,65601.94336,1
5379,65601.9811,65601.94336,1
5381,65601.98098,65601.94336,1
5383,65601.98046,65601.94336,1
5385,65601.97734,65601.92639,1
5387,65601.97619,65601.92639,1
5389,65601.97127,65601.92639,1
5391,65601.96907,65601.92639,1
5393,65601.96624,65601.92639,1
5395,65601.96204,65601.91164,1
5397,65601.96009,65601.91164,1
5399,65601.96003,65601.91164,1
5401,65601.95753,65601.91164,1
5403,65601.95421,65601.8917,1
5405,65601.9531,65601.8917,1
5407,65601.9529,65601.8917,1
5409,65601.95107,65601.8917,1
5411,65601.94336,65601.8917,1
5413,65601.93844,65601.8917,1
5415,65601.93351,65601.87979,1
5417,65601.93292,65601.87979,1
5419,65601.9318,65601.87979,1
5421,65601.92639,65601.86882,1
5423,65601.92444,65601.86882,1
5425,65601.92291,65601.86882,1
5427,65601.91752,65601.866,1
5429,65601.91209,65601.845,1
5431,65601.91164,65601.845,1
5433,65601.90671,65601.845,1
5435,65601.89946,65601.845,1
5437,65601.89872,65601.845,1
5439,65601.89429,65601.84485,1
5441,65601.8917,65601.84485,1
5443,65601.89143,65601.84485,1
5445,65601.88125,65601.84177,1
5447,65601.87979,65601.84177,1
5449,65601.87498,65601.83264,1
5451,65601.87126,65601.83264,1
5453,65601.86882,65601.83264,1
5455,65601.866,65601.83264,1
5457,65601.86103,65601.83264,1
5459,65601.85942,65601.83264,1
5461,65601.85751,65601.83264,1
5463,65601.85548,65601.81779,1
5465,65601.84817,65601.81779,1
5467,65601.84772,65601.81779,1
5469,65601.84697,65601.81779,1
5471,65601.84662,65601.81779,1
5473,65601.845,65601.81779,1
5475,65601.84485,65601.81779,1
5477,65601.84342,65601.81779,1
5479,65601.84177,65601.81779,1
5481,65601.84021,65601.81779,1
5483,65601.83876,65601.81089,1
5485,65601.83676,65601.81089,1
5487,65601.83491,65601.81089,1
5489,65601.83264,65601.81089,1
5491,65601.83137,65601.81089,1
5493,65601.83021,65601.80694,1
5495,65601.82729,65601.80108,1
5497,65601.82686,65601.80108,1
5499,65601.82422,65601.80108,1
5501,65601.8227,65601.80108,1
5503,65601.82195,65601.80108,1
5505,65601.82103,65601.80108,1
5507,65601.81993,65601.80108,1
5509,65601.81988,65601.80077,1
5511,65601.81939,65601.80077,1
5513,65601.81779,65601.79824,1
5515,65601.81488,65601.79824,1
5517,65601.81368,65601.79672,1
5519,65601.81089,65601.79672,1
5521,65601.80732,65601.79672,1
5523,65601.80694,65601.79317,1
5525,65601.80546,65601.79317,1
5527,65601.80538,65601.79317,1
5529,65601.80476,65601.79317,1
5531,65601.80453,65601.79317,1
5533,65601.80299,65601.79317,1
5535,65601.80287,65601.79317,1
5537,65601.80178,65601.78955,1
5539,65601.80172,65601.78955,1
5541,65601.80108,65601.78955,1
5543,65601.80077,65601.78955,1
5545,65601.80005,65601.78955,1
5547,65601.7991,65601.78955,1
5549,65601.79843,65601.78955,1
5551,65601.79824,65601.7841,1
5553,65601.79705,65601.7841,1
5555,65601.79672,65601.7841,1
5557,65601.79562,65601.7841,1
5559,65601.79555,65601.7841,1
5561,65601.79486,65601.7786,1
5563,65601.79451,65601.7786,1
5565,65601.794,65601.7786,1
5567,65601.79317,65601.7786,1
5569,65601.79243,65601.7786,1
5571,65601.79219,65601.7786,1
5573,65601.79199,65601.7786,1
5575,65601.79163,65601.7786,1
5577,65601.78962,65601.7786,1
5579,65601.78955,65601.7786,1
5581,65601.78918,65601.7786,1
5583,65601.78835,65601.77419,1
5585,65601.78825,65601.77419,1
5587,65601.78645,65601.77419,1
5589,65601.78555,65601.77073,1
5591,65601.78479,65601.77073,1
5593,65601.78434,65601.77073,1
5595,65601.7841,65601.765,1
5597,65601.78358,65601.765,1
5599,65601.78338,65601.765,1
5601,65601.78095,65601.765,1
5603,65601.78027,65601.765,1
5605,65601.77994,65601.7571,1
5607,65601.77963,65601.7571,1
5609,65601.7786,65601.7571,1
5611,65601.77597,65601.7571,1
5613,65601.77537,65601.74868,1
5615,65601.77419,65601.74868,1
5617,65601.77395,65601.74868,1
5619,65601.77234,65601.74868,1
5621,65601.77073,65601.73896,1
5623,65601.76915,65601.73896,1
5625,65601.76677,65601.73896,1
5627,65601.76669,65601.73896,1
5629,65601.76561,65601.73896,1
5631,65601.765,65601.7285,1
5633,65601.76209,65601.7285,1
5635,65601.75968,65601.7285,1
5637,65601.7594,65601.7285,1
5639,65601.7571,65601.71686,1
5641,65601.75516,65601.71686,1
5643,65601.75378,65601.71686,1
5645,65601.74982,65601.71686,1
5647,65601.74942,65601.71686,1
5649,65601.74868,65601.71686,1
5651,65601.74619,65601.70307,1
5653,65601.74196,65601.70307,1
5655,65601.74162,65601.70307,1
5657,65601.73896,65601.70307,1
5659,65601.73649,65601.70307,1
5661,65601.73328,65601.69745,1
5663,65601.73309,65601.69745,1
5665,65601.7285,65601.69745,1
5667,65601.72654,65601.69745,1
5669,65601.72615,65601.6965,1
5671,65601.72262,65601.69573,1
5673,65601.72109,65601.69534,1
5675,65601.72069,65601.68636,1
5677,65601.71686,65601.67431,1
5679,65601.71037,65601.67431,1
5681,65601.70981,65601.67431,1
5683,65601.70656,65601.67431,1
5685,65601.70537,65601.67431,1
5687,65601.70307,65601.67431,1
5689,65601.70246,65601.67431,1
5691,65601.6998,65601.67431,1
5693,65601.69973,65601.67431,1
5695,65601.69745,65601.67431,1
5697,65601.6965,65601.67431,1
5699,65601.69573,65601.67431,1
5701,65601.69534,65601.67431,1
5703,65601.68961,65601.67431,1
5705,65601.68911,65601.67431,1
5707,65601.6888,65601.66724,1
5709,65601.68788,65601.66724,1
5711,65601.68636,65601.66724,1
5713,65601.68621,65601.66724,1
5715,65601.68439,65601.66724,1
5717,65601.6835,65601.66724,1
5719,65601.68281,65601.66724,1
5721,65601.68203,65601.66385,1
5723,65601.68169,65601.66385,1
5725,65601.67909,65601.66385,1
5727,65601.67858,65601.66385,1
5729,65601.67824,65601.66385,1
5731,65601.67747,65601.65239,1
5733,65601.67726,65601.65239,1
5735,65601.67431,65601.65239,1
5737,65601.67403,65601.65239,1
5739,65601.67198,65601.65239,1
5741,65601.67121,65601.65239,1
5743,65601.6698,65601.65239,1
5745,65601.66867,65601.64551,1
5747,65601.66863,65601.64551,1
5749,65601.66776,65601.64551,1
5751,65601.66724,65601.64551,1
5753,65601.66555,65601.64551,1
5755,65601.66546,65601.64253,1
5757,65601.66385,65601.63736,1
5759,65601.65969,65601.6293,1
5761,65601.65935,65601.6293,1
5763,65601.65872,65601.6293,1
5765,65601.6571,65601.6293,1
5767,65601.65561,65601.6293,1
5769,65601.65505,65601.6293,1
5771,65601.65384,65601.61863,1
5773,65601.65239,65601.61863,1
5775,65601.64986,65601.61863,1
5777,65601.64654,65601.60151,1
5779,65601.64571,65601.60151,1
5781,65601.64551,65601.60151,1
5783,65601.64253,65601.60151,1
5785,65601.63899,65601.60151,1
5787,65601.63736,65601.60151,1
5789,65601.63363,65601.60151,1
5791,65601.63032,65601.60151,1
5793,65601.6299,65601.59676,1
5795,65601.62968,65601.59676,1
5797,65601.6293,65601.59338,1
5799,65601.62486,65601.59338,1
5801,65601.61906,65601.59314,1
5803,65601.61863,65601.59314,1
5805,65601.61542,65601.58365,1
5807,65601.61249,65601.58365,1
5809,65601.61235,65601.58365,1
5811,65601.60938,65601.58365,1
5813,65601.60891,65601.58365,1
5815,65601.60617,65601.58365,1
5817,65601.6039,65601.58365,1
5819,65601.60151,65601.58365,1
5821,65601.60057,65601.58365,1
5823,65601.60052,65601.58365,1
5825,65601.59731,65601.58289,1
5827,65601.59676,65601.58266,1
5829,65601.59338,65601.57984,1
5831,65601.59314,65601.57984,1
5833,65601.59115,65601.57984,1
5835,65601.5905,65601.57984,1
5837,65601.58831,65601.57579,1
5839,65601.5881,65601.57068,1
5841,65601.58702,65601.57068,1
5843,65601.58606,65601.57068,1
5845,65601.58601,65601.57068,1
5847,65601.58545,65601.57068,1
5849,65601.58453,65601.57068,1
5851,65601.58432,65601.57068,1
5853,65601.58365,65601.57068,1
5855,65601.58289,65601.57068,1
5857,65601.58266,65601.57068,1
5859,65601.58157,65601.57068,1
5861,65601.58006,65601.57068,1
5863,65601.57984,65601.57068,1
5865,65601.57775,65601.5698,1
5867,65601.57769,65601.56964,1
5869,65601.5767,65601.56964,1
5871,65601.57649,65601.56964,1
5873,65601.57579,65601.56945,1
5875,65601.57493,65601.56945,1
5877,65601.57462,65601.56945,1
5879,65601.57437,65601.5662,1
5881,65601.57338,65601.5662,1
5883,65601.57261,65601.5662,1
5885,65601.57192,65601.5662,1
5887,65601.57168,65601.5662,1
5889,65601.57132,65601.5662,1
5891,65601.57101,65601.5662,1
5893,65601.57068,65601.5662,1
5895,65601.57021,65601.5662,1
5897,65601.5698,65601.56519,1
5899,65601.56979,65601.56519,1
5901,65601.56977,65601.56519,1
5903,65601.56964,65601.56519,1
5905,65601.56945,65601.56519,1
5907,65601.56878,65601.56519,1
5909,65601.56857,65601.56425,1
5911,65601.56845,65601.56425,1
5913,65601.56836,65601.56425,1
5915,65601.56831,65601.56425,1
5917,65601.5682,65601.56288,1
5919,65601.56714,65601.5623,1
5921,65601.56679,65601.5623,1
5923,65601.56654,65601.5623,1
5925,65601.56645,65601.5623,1
5927,65601.5662,65601.5623,1
5929,65601.56599,65601.5623,1
5931,65601.56594,65601.5623,1
5933,65601.56544,65601.56157,1
5935,65601.56519,65601.56157,1
5937,65601.56494,65601.56157,1
5939,65601.56459,65601.56157,1
5941,65601.56432,65601.56112,1
5943,65601.56425,65601.56112,1
15,139953.3865,125359.9297,2
17,133326.9711,115304.6279,2
19,133240.516,115304.6279,2
21,133223.7604,115304.6279,2
23,132254.0891,115304.6279,2
25,132209.6662,115304.6279,2
27,132132.7571,115304.6279,2
29,132032.4743,115304.6279,2
31,131967.8891,115304.6279,2
33,131872.4166,115304.6279,2
35,131696.9316,115304.6279,2
37,131650.0027,115304.6279,2
39,130903.2969,115304.6279,2
41,130426.3588,115304.6279,2
43,127231.1462,107225.1816,2
45,126490.9818,107225.1816,2
47,125695.1677,107225.1816,2
49,125594.8688,107225.1816,2
51,125359.9297,107225.1816,2
53,124708.6863,107225.1816,2
55,123751.9634,107225.1816,2
57,122645.4196,98901.85927,2
59,121402.1245,98901.85927,2
61,120146.3959,98901.85927,2
63,118651.8101,98901.85927,2
65,116938.9566,98901.85927,2
67,115712.2298,98901.85927,2
69,115304.6279,92336.13456,2
71,114338.9374,92336.13456,2
73,113314.2126,92336.13456,2
75,112465.1793,92336.13456,2
77,110674.1979,84903.41209,2
79,108235.6125,84903.41209,2
81,107305.8124,84903.41209,2
83,107225.1816,84903.41209,2
85,103712.6303,84903.41209,2
87,102494.0065,84903.41209,2
89,101335.6326,84903.41209,2
91,100348.5856,83196.39393,2
93,99699.77172,83196.39393,2
95,98901.85927,82443.79301,2
97,95898.14355,82238.12685,2
99,94451.26679,82069.61672,2
101,92835.30105,81959.74919,2
103,92336.13456,81959.74919,2
105,89844.5013,81959.74919,2
107,89365.39166,80026.38813,2
109,88142.16204,80026.38813,2
111,86144.85238,80026.38813,2
113,85622.54981,80026.38813,2
115,85242.71448,80026.38813,2
117,84903.41209,80026.38813,2
119,83288.92519,80026.38813,2
121,83196.39393,80026.38813,2
123,82890.587,80026.38813,2
125,82443.79301,80026.38813,2
127,82285.24145,80026.38813,2
129,82238.12685,80026.38813,2
131,82172.11325,80026.38813,2
133,82069.61672,80026.38813,2
135,81968.24233,80026.38813,2
137,81959.74919,80026.38813,2
139,81809.47738,80026.38813,2
141,81768.19028,78817.65998,2
143,81614.86063,78817.65998,2
145,81403.45435,78817.65998,2
147,81348.09192,78817.65998,2
149,81338.05941,78817.65998,2
151,81261.22479,78817.65998,2
153,81168.33022,77902.38785,2
155,80999.64236,77902.38785,2
157,80745.59226,77902.38785,2
159,80635.01443,76355.33642,2
161,80304.56033,76355.33642,2
163,80232.57231,76355.33642,2
165,80053.22864,76355.33642,2
167,80026.38813,76355.33642,2
169,79850.61088,76355.33642,2
171,79595.49353,76355.33642,2
173,79324.78547,75049.66066,2
175,79176.79352,75049.66066,2
177,78884.06615,75049.66066,2
179,78817.65998,75049.66066,2
181,78670.57502,75049.66066,2
183,77941.63745,73898.9641,2
185,77902.38785,73898.9641,2
187,77853.59948,73898.9641,2
189,77751.35481,73898.9641,2
191,77369.31116,73898.9641,2
193,77351.7429,72637.19759,2
195,77127.30489,72637.19759,2
197,76441.90374,72637.19759,2
199,76355.33642,72637.19759,2
201,75795.6865,72637.19759,2
203,75594.76191,72637.19759,2
